// Name and Label MUST NOT exceed 23 characters (as marked)
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
2253,   YellowCottonCloth,              Gelber Baumwollstoff,                3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2254,   LightBlueCottonCloth,           Hellbl. Baumwollstoff,            3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2255,   PinkCottonCloth,                Pinker Baumwollstoff,                  3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2256,   BlackCottonCloth,               Schwarzer Baumwollstoff,                 3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2257,   OrangeCottonCloth,              Orangener Baumwollstoff,                3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2258,   PurpleCottonCloth,              Lilaner Baumwollstoff,                3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2259,   DarkGreenCottonCloth,           Dunkelgr. Baumwollstoff,            3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3000,   JackOLantern,                   Jack-O-Laterne,                     3,      200,        100,        1000,       0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3002,   RealisticBrain,                 Realistisches Gehirn,                    3,      200,        100,        50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3003,   JarofBlood,                     Gefäß voller Blut,                       3,      200,        100,        375,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3004,   Tongue,                         Zunge,                             3,      5,          1,          5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3011,   PumpkinSeeds,                   Kürbissamen,                      3,      5,          1,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4000,   AngryScorpionStinger,           Böser Skorpionstachel,             3,      50,         25,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4001,   Coal,                           Kohle,                               3,      250,        100,        20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4002,   Diamond,                        Diamand,                            3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
4003,   Ruby,                           Rubin,                               3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4004,   Emerald,                        Smaragd,                            3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4005,   Sapphire,                       Saphir,                           3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4006,   Topaz,                          Topaz,                              3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4007,   Amethyst,                       Amethyst,                           3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4015,   IronIngot,                      Eisenbarren,                         3,      500,        250,        200,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4016,   BanditHood,                     Banditenkapuze,                        3,      100,        50,         50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4017,   RedPowder,                      Rotes Pulver,                         3,      3000,       5,          10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4018,   YellowPowder,                   Gelbes Pulver,                      3,      3000,       5,          10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4019,   BluePowder,                     Blaues Pulver,                        3,      3000,       5,          10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4021,   YellowPresentBox,               Gelbe Geschenkbox,                 3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
4022,   WhitePresentBox,                Weiße Geschenkbox,                  3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
4023,   AnimalBones,                    Tierknochen,                       3,      50,         25,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4024,   FrozenYetiTear,                 Gefrorene Yetiträne,                   3,      500,        250,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4025,   YetiClaw,                       Yetiklaue,                          3,      150,        75,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4026,   IceCube,                        Eiswürfel,                           3,      200,        100,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4029,   GrimaceOfDementia,              Demenzgrimasse,                3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
4034,   BlackPearl,                     Schwarze Perle,                        3,      8000,       4000,       5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4037,   WhiteBlanket,                   Weißes Tuch,                      3,      600,        125,        50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4038,   WhiteSaddleRug,                 Weißer Sattelteppich,                   3,      1000,       250,        100,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4039,   RedSaddleRug,                   Roter Sattelteppich,                     3,      1200,       300,        110,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4040,   RawTalisman,                    Roher Talisman,                       3,      800,        200,        8,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4041,   FlightTalisman,                 Flug-Talisman,                    3,      5000,       1200,       12,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5110,   Bloodstone,                     Blutstein,                         3,      2000,       250,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5111,   BrainStem,                      Hirnstamm,                         3,      180,        90,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5112,   CryptKey,                       Gruftschlüssel,                          3,      300,        150,        2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5113,   Ectoplasm,                      Ektoplasma,                          3,      80,         20,         4,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
5114,   Urn,                            Urne,                                3,      40,         20,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5115,   VampireBatWing,                 Vampirfledermausflügel,                   3,      700,        20,         4,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5116,   WraithHorn,                     Geisterhorn,                        3,      700,        20,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5117,   AstralCube,                     Astralwürfel,                        3,      10000,      10,         800,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5118,   RunestoneA,                     Runenstein A,                        3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5119,   RunestoneL,                     Runenstein L,                        3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5120,   RunestoneN,                     Runenstein N,                        3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5121,   RunestoneT,                     Runenstein T,                        3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5122,   RunestoneW,                     Runenstein W,                        3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5123,   QuillOfBinding,                 Quill Of Binding,                   3,      10,         10,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5124,   BloodInk,                       Bluttinte,                          3,      10,         10,         4,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5125,   UnderworldKey,                  Unterweltschlüssel,                     3,      10,         10,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5127,   JarofOwnBlood,                  Gefäß mit deinem Blut,                   3,      200,        100,        375,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
